MSG_TYPE,NODE_1,NODE_2,SEQTS,HLC,BITMAP,OFFSETS,COUNTERS,NUM_PROCS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,OFFSET_SIZE,COUNTER_SIZE,CLOCK_SIZE,MAX_OFFSET
SEND,10.1.1.4,10.1.1.2,37,11712,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.4,37,11880,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.2,37,11917,01010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.1,10.1.1.3,37,11877,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.4,37,11935,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.1,37,11740,00101,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.4,10.1.1.5,37,11917,11010,0000000000000000000000000000000000000000000010010100000000000000,0,5,100,50,200,20,7,21,0,35,37
SEND,10.1.1.1,10.1.1.2,38,11920,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.1,38,12124,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,38,11785,00101,0000000000000000000000000000000000000000000000000000000000101101,0,5,100,50,200,20,7,14,0,28,45
SEND,10.1.1.4,10.1.1.5,38,11954,11010,0000000000000000000000000000000000000000000100101000000000100101,0,5,100,50,200,20,7,21,0,35,74
SEND,10.1.1.5,10.1.1.3,38,12066,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.1,38,12248,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.5,38,12066,10100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.5,10.1.1.3,38,12165,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.4,38,12238,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.2,38,12138,00011,0000000000000000000000000000000000000000000000000000000000001110,0,5,100,50,200,20,7,14,0,28,14
SEND,10.1.1.1,10.1.1.4,39,12474,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.5,39,12370,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.1,39,12066,10100,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,30,0
SEND,10.1.1.4,10.1.1.3,39,12252,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,39,12420,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.1,39,12474,01001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.1,10.1.1.5,39,12558,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.4,39,12327,01100,0000000000000000000000000000000000000000000000000000000001001011,0,5,100,50,200,20,7,14,0,28,75
RECV,10.1.1.1,10.1.1.3,39,12571,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.2,39,12448,10010,0000000000000000000000000000000000000000000000000000000001001110,0,5,100,50,200,20,7,14,0,28,78
SEND,10.1.1.1,10.1.1.3,40,12853,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,40,12792,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.1,40,12469,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.5,40,12510,01001,0000000000000000000000000000000000000000000000000000000000100100,0,5,100,50,200,20,7,14,0,28,36
SEND,10.1.1.5,10.1.1.3,40,12644,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.1,40,12853,00101,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.3,10.1.1.5,40,12853,00101,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,30,0
RECV,10.1.1.5,10.1.1.4,40,12706,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.3,40,12868,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.2,40,12792,01010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
SEND,10.1.1.1,10.1.1.5,41,13006,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.5,41,13000,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,41,12853,00101,0000000000000000000000000000000000000000000000000000000000000000,3,5,100,50,200,20,7,14,2,30,0
SEND,10.1.1.4,10.1.1.2,41,12792,01010,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,30,0
SEND,10.1.1.5,10.1.1.3,41,12979,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.1,41,13018,10001,0000000000000000000000000000000000000000000000000000000000001100,0,5,100,50,200,20,7,14,0,28,12
RECV,10.1.1.3,10.1.1.5,41,12979,10100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.2,10.1.1.4,41,13218,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.3,41,13096,10001,0000000000000000000000000000000000000000000000000000000001011010,0,5,100,50,200,20,7,14,0,28,90
RECV,10.1.1.5,10.1.1.2,41,13118,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.5,42,13456,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.3,42,13242,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.4,42,13530,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.1,42,13361,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,42,13200,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.1,42,13456,10001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.1,10.1.1.4,42,13506,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.5,42,13508,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.3,42,13530,01100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.3,10.1.1.2,42,13534,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.2,43,13706,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,43,13519,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.2,43,13655,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.5,43,13530,01100,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,30,0
SEND,10.1.1.5,10.1.1.4,43,13456,10001,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,30,0
RECV,10.1.1.2,10.1.1.1,43,13752,00011,0000000000000000000000000000000000000000000000000000000000101110,0,5,100,50,200,20,7,14,0,28,46
RECV,10.1.1.2,10.1.1.3,43,13847,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.5,43,13604,01100,0000000000000000000000000000000000000000000000000000000001001010,0,5,100,50,200,20,7,14,0,28,74
RECV,10.1.1.4,10.1.1.2,43,13636,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.4,43,13530,11101,0000000000000000000000000000000000000000000000000000000001001010,0,5,100,50,200,20,7,28,0,42,74
SEND,10.1.1.1,10.1.1.4,44,13732,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,44,14077,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,44,14172,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.5,44,14150,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,44,13883,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.1,44,14159,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.5,44,13992,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.4,44,14150,11000,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.5,10.1.1.3,44,14172,11100,0000000000000000000000000000000000000000000000000000101100000000,0,5,100,50,200,20,7,21,0,35,22
RECV,10.1.1.4,10.1.1.2,44,14162,01010,0000000000000000000000000000000000000000000000000000000001010101,0,5,100,50,200,20,7,14,0,28,85
SEND,10.1.1.1,10.1.1.3,45,14487,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.5,45,14475,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,45,14484,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.5,45,14259,01000,0000000000000000000000000000000000000000000000000011000010000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,45,14434,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.1,45,14497,00101,0000000000000000000000000000000000000000000000000000000000001010,0,5,100,50,200,20,7,14,0,28,10
RECV,10.1.1.5,10.1.1.2,45,14475,10010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,28,0
RECV,10.1.1.5,10.1.1.4,45,14495,10010,0000000000000000000000000000000000000000000000000000000000010100,0,5,100,50,200,20,7,14,0,28,20
RECV,10.1.1.1,10.1.1.5,45,14487,10001,0000000000000000000000000000000000000000000000000001101010000000,0,5,100,50,200,20,7,14,0,28,53
RECV,10.1.1.5,10.1.1.3,45,14499,10110,0000000000000000000000000000000000000000000000000000011110011000,0,5,100,50,200,20,7,21,0,35,24
SEND,10.1.1.1,10.1.1.5,46,14682,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,46,14712,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.2,46,14771,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.2,46,14669,01000,0000000000000000000000000000000000000000000000000011000010000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,46,14790,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.1,46,14803,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.3,46,14771,00110,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,28,0
RECV,10.1.1.1,10.1.1.5,46,14808,10001,0000000000000000000000000000000000000000000000000000000000010010,0,5,100,50,200,20,7,14,0,28,18
RECV,10.1.1.4,10.1.1.2,46,14712,01010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,28,0
RECV,10.1.1.2,10.1.1.4,46,14779,00110,0000000000000000000000000000000000000000000000000000010000000000,0,5,100,50,200,20,7,14,0,28,8
SEND,10.1.1.1,10.1.1.4,47,15079,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.3,47,14869,00110,0000000000000000000000000000000000000000000000000011000100000000,0,5,100,50,200,20,7,14,0,28,98
SEND,10.1.1.3,10.1.1.1,47,14991,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.5,47,14931,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,47,14914,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.1,47,15079,01001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.1,10.1.1.3,47,15116,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.2,47,15041,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.4,47,14996,11000,0000000000000000000000000000000000000000000000000000000001000001,0,5,100,50,200,20,7,14,0,28,65
RECV,10.1.1.1,10.1.1.5,47,15132,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.3,48,15154,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.5,48,15017,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,48,15102,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.1,48,15320,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.2,48,15219,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.1,48,15154,00101,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,28,0
RECV,10.1.1.2,10.1.1.5,48,15219,10010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.5,10.1.1.2,48,15274,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.3,48,15407,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.4,48,15423,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.3,49,15750,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.3,49,15310,10010,0000000000000000000000000000000000000000000000000010110110000000,0,5,100,50,200,20,7,14,0,28,91
SEND,10.1.1.3,10.1.1.4,49,15255,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.1,49,15720,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,49,15658,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.1,49,15750,00101,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.1,10.1.1.4,49,15775,01001,0000000000000000000000000000000000000000000000000001101110000000,0,5,100,50,200,20,7,14,0,28,55
RECV,10.1.1.1,10.1.1.5,49,15777,01001,0000000000000000000000000000000000000000000000000001110010000000,0,5,100,50,200,20,7,14,0,28,57
RECV,10.1.1.3,10.1.1.2,49,15750,00101,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,30,0
RECV,10.1.1.4,10.1.1.3,49,15730,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.4,50,16064,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,50,15577,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.1,50,15959,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.5,50,15840,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,50,15857,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.1,50,16064,01001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.5,10.1.1.4,50,16052,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.3,50,16066,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.5,50,16086,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.2,50,16064,01001,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,30,0
SEND,10.1.1.1,10.1.1.2,51,16121,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,51,15751,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,51,16122,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.3,51,16401,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.2,51,16093,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.2,51,16402,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.4,51,16401,01100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.2,10.1.1.5,51,16093,10010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.2,10.1.1.1,51,16150,10011,0000000000000000000000000000000000000000000011100100000000011101,0,5,100,50,200,20,7,21,0,35,57
RECV,10.1.1.5,10.1.1.3,51,16289,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.3,52,16314,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.5,52,16307,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.1,52,16725,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.3,52,16429,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.1,52,16389,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.1,52,16725,00100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,7,1,23,0
RECV,10.1.1.1,10.1.1.3,52,16725,00101,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.5,10.1.1.2,52,16423,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.4,52,16739,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.1,10.1.1.5,52,16725,00101,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,31,0
SEND,10.1.1.1,10.1.1.3,53,16786,00101,0000000000000000000000000000000000000000000000000001111010000000,0,5,100,50,200,20,7,14,0,29,61
SEND,10.1.1.2,10.1.1.3,53,16444,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.3,10.1.1.5,53,17025,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.2,53,16710,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.2,53,16623,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.1,53,17055,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.4,53,16727,01010,0000000000000000000000000000000000000000000000000000000000010001,0,5,100,50,200,20,7,14,0,29,17
RECV,10.1.1.2,10.1.1.5,53,16976,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.5,10.1.1.3,53,17025,10100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.3,10.1.1.2,53,17059,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.1,10.1.1.4,54,17364,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.1,54,17207,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.3,10.1.1.2,54,17075,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.1,54,16974,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.3,54,17025,10100,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,31,0
RECV,10.1.1.4,10.1.1.1,54,17364,01001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.2,10.1.1.3,54,17319,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.5,54,17123,10100,0000000000000000000000000000000000000000000000000011000100000000,0,5,100,50,200,20,7,14,0,29,98
RECV,10.1.1.1,10.1.1.4,54,17372,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.1,10.1.1.2,54,17373,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.1,10.1.1.5,55,17641,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.1,55,17465,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.3,10.1.1.2,55,17691,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.5,55,17364,01001,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,31,0
SEND,10.1.1.5,10.1.1.2,55,17550,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.5,10.1.1.1,55,17641,10001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,29,0
RECV,10.1.1.1,10.1.1.2,55,17696,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.5,55,17675,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.5,10.1.1.4,55,17668,10001,0000000000000000000000000000000000000000000000000000000000011011,0,5,100,50,200,20,7,14,0,29,27
RECV,10.1.1.2,10.1.1.3,55,17696,00110,0000000000000000000000000000000000000000000000000000001010000000,0,5,100,50,200,20,7,14,0,29,5
SEND,10.1.1.1,10.1.1.2,56,17881,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.1,56,17743,00110,0000000000000000000000000000000000000000000000000001101000000000,0,5,100,50,200,20,7,14,0,29,52
